Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Start Date,End Date
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",197,398,,07/01/2024,06/30/2025
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",197,384,,07/01/2024,06/30/2025
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Emergency Department,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,204,12,,07/01/2024,06/30/2025
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Emergency Department,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,1,07/01/2024,06/30/2025
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Emergency Department,OP_22,Left before being seen,1,150754,,01/01/2024,12/31/2024
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Emergency Department,OP_23,Head CT results,92,12,,07/01/2024,06/30/2025
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,93,149,,01/01/2024,12/31/2024
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2024,12/31/2024
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Electronic Clinical Quality Measure,OP_40,ST-Segment Elevation Myocardial Infarction (STEMI),Not Available,Not Available,1,01/01/2024,12/31/2024
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,17,8529,,01/01/2024,12/31/2024
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,72,194,2,07/01/2024,06/30/2025
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,75,76,2,07/01/2024,06/30/2025
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,95,40,2,07/01/2024,06/30/2025
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,88,194,2,07/01/2024,06/30/2025
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93,113,2,07/01/2024,06/30/2025
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,95,725,,01/01/2024,12/31/2024
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,80,226,,01/01/2024,12/31/2024
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,91,658,,01/01/2024,12/31/2024
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,07601,BERGEN,(551) 996-2000,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Emergency Department,EDV,Emergency department volume,very high,,,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,GMCS,Global Malnutrition Composite Score,Not Available,Not Available,5,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,GMCS_Malnutrition_Diagnosis_Documented,Global Malnutrition Composite Score: Malnutrition Diagnosis Documented,Not Available,Not Available,5,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,GMCS_Malnutrition_Screening,Global Malnutrition Composite Score: Malnutrition Risk Screening,Not Available,Not Available,5,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,GMCS_Nutrition_Assessment,Global Malnutrition Composite Score: Nutrition Assessment,Not Available,Not Available,5,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,GMCS_Nutritional_Care_Plan,Global Malnutrition Composite Score: Nutritional Care Plan,Not Available,Not Available,5,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,HH_HYPER,Hospital Harm - Severe Hyperglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,HH_HYPO,Hospital Harm - Severe Hypoglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,HH_ORAE,Hospital Harm - Opioid Related Adverse Events,Not Available,Not Available,5,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,96,5152,,10/01/2024,03/31/2025
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",171,427,,07/01/2024,06/30/2025
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",169,402,,07/01/2024,06/30/2025
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Emergency Department,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,287,24,,07/01/2024,06/30/2025
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Emergency Department,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,1,07/01/2024,06/30/2025
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Emergency Department,OP_22,Left before being seen,2,99308,,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Emergency Department,OP_23,Head CT results,Not Available,Not Available,1,07/01/2024,06/30/2025
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,95,122,,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,OP_40,ST-Segment Elevation Myocardial Infarction (STEMI),Not Available,Not Available,1,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,15,2753,,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,81,189,2,07/01/2024,06/30/2025
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,88,65,2,07/01/2024,06/30/2025
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,94,49,2,07/01/2024,06/30/2025
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,94,191,2,07/01/2024,06/30/2025
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,90,123,2,07/01/2024,06/30/2025
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,95,331,,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,Not Available,Not Available,5,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,87,331,,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,76,7326,,01/01/2024,12/31/2024
310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,07112,ESSEX,(973) 926-7000,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Emergency Department,EDV,Emergency department volume,high,,,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,GMCS,Global Malnutrition Composite Score,Not Available,Not Available,5,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,GMCS_Malnutrition_Diagnosis_Documented,Global Malnutrition Composite Score: Malnutrition Diagnosis Documented,Not Available,Not Available,5,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,GMCS_Malnutrition_Screening,Global Malnutrition Composite Score: Malnutrition Risk Screening,Not Available,Not Available,5,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,GMCS_Nutrition_Assessment,Global Malnutrition Composite Score: Nutrition Assessment,Not Available,Not Available,5,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,GMCS_Nutritional_Care_Plan,Global Malnutrition Composite Score: Nutritional Care Plan,Not Available,Not Available,5,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,HH_HYPER,Hospital Harm - Severe Hyperglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,HH_HYPO,Hospital Harm - Severe Hypoglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,HH_ORAE,Hospital Harm - Opioid Related Adverse Events,Not Available,Not Available,5,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,97,2221,,10/01/2024,03/31/2025
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",213,396,,07/01/2024,06/30/2025
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",207,361,,07/01/2024,06/30/2025
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Emergency Department,OP_18c,Average (median) time psychiatric/mental health patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,352,29,,07/01/2024,06/30/2025
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Emergency Department,OP_18d,Average (median) time patients spent in the emergency department before being transferred to another facility. A lower number of minutes is better,Not Available,Not Available,1,07/01/2024,06/30/2025
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Emergency Department,OP_22,Left before being seen,2,56196,,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Emergency Department,OP_23,Head CT results,Not Available,Not Available,1,07/01/2024,06/30/2025
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Colonoscopy care,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,100,84,,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Cataract surgery outcome,OP_31,Improvement in Patient's Visual Function within 90 Days Following Cataract Surgery,Not Available,Not Available,5,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,OP_40,ST-Segment Elevation Myocardial Infarction (STEMI),Not Available,Not Available,1,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,7,1429,,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Sepsis Care,SEP_1,Appropriate care for severe sepsis and septic shock,70,155,2,07/01/2024,06/30/2025
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,78,54,2,07/01/2024,06/30/2025
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,84,31,2,07/01/2024,06/30/2025
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,85,155,2,07/01/2024,06/30/2025
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,95,94,2,07/01/2024,06/30/2025
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,STK_02,Discharged on Antithrombotic Therapy,97,119,,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,STK_03,Anticoagulation Therapy for Atrial Fibrillation/Flutter,73,26,,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,STK_05,Antithrombotic Therapy by End of Hospital Day 2,97,97,,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,VTE_1,Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
310003,PALISADES MEDICAL CENTER,7600 RIVER RD,NORTH BERGEN,NJ,07047,HUDSON,(201) 854-5000,Electronic Clinical Quality Measure,VTE_2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Not Available,Not Available,5,01/01/2024,12/31/2024
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,HUNTERDON,(908) 788-6100,Emergency Department,EDV,Emergency department volume,medium,,,01/01/2024,12/31/2024
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,HUNTERDON,(908) 788-6100,Electronic Clinical Quality Measure,GMCS,Global Malnutrition Composite Score,Not Available,Not Available,5,01/01/2024,12/31/2024
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,HUNTERDON,(908) 788-6100,Electronic Clinical Quality Measure,GMCS_Malnutrition_Diagnosis_Documented,Global Malnutrition Composite Score: Malnutrition Diagnosis Documented,Not Available,Not Available,5,01/01/2024,12/31/2024
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,HUNTERDON,(908) 788-6100,Electronic Clinical Quality Measure,GMCS_Malnutrition_Screening,Global Malnutrition Composite Score: Malnutrition Risk Screening,Not Available,Not Available,5,01/01/2024,12/31/2024
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,HUNTERDON,(908) 788-6100,Electronic Clinical Quality Measure,GMCS_Nutrition_Assessment,Global Malnutrition Composite Score: Nutrition Assessment,Not Available,Not Available,5,01/01/2024,12/31/2024
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,HUNTERDON,(908) 788-6100,Electronic Clinical Quality Measure,GMCS_Nutritional_Care_Plan,Global Malnutrition Composite Score: Nutritional Care Plan,Not Available,Not Available,5,01/01/2024,12/31/2024
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,HUNTERDON,(908) 788-6100,Electronic Clinical Quality Measure,HH_HYPER,Hospital Harm - Severe Hyperglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,HUNTERDON,(908) 788-6100,Electronic Clinical Quality Measure,HH_HYPO,Hospital Harm - Severe Hypoglycemia,Not Available,Not Available,5,01/01/2024,12/31/2024
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,HUNTERDON,(908) 788-6100,Electronic Clinical Quality Measure,HH_ORAE,Hospital Harm - Opioid Related Adverse Events,Not Available,Not Available,5,01/01/2024,12/31/2024
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,HUNTERDON,(908) 788-6100,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination,99,3439,,10/01/2024,03/31/2025
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,HUNTERDON,(908) 788-6100,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",239,473,,07/01/2024,06/30/2025
310005,HUNTERDON MEDICAL CENTER,2100 WESCOTT DRIVE,FLEMINGTON,NJ,08822,HUNTERDON,(908) 788-6100,Emergency Department,OP_18b,"Average (median) time patients spent in the emergency department before leaving from the visit, excluding patients transferred to another facility or psychiatric care/mental health patients. A lower number of minutes is better",232,444,,07/01/2024,06/30/2025
